"Plik";"Wiersz";"Typ";"Opis"
"magazyn (29).xlsx";"2";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000568 już był wcześniej: magazyn (26).xlsx, wiersz 2, Dysk Sieciowy NAS. Pominięto duplikat: Dysk Sieciowy NAS"
"magazyn (29).xlsx";"3";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000572 już był wcześniej: magazyn (26).xlsx, wiersz 3, Dysk Sieciowy NAS. Pominięto duplikat: Dysk Sieciowy NAS"
"magazyn (30).xlsx";"5";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001506 już był wcześniej: magazyn (26).xlsx, wiersz 7, Acces Point WiFi TP Link TL-WR902AC V3. Pominięto duplikat: Acces Point WiFi TP Link TL-WR902AC V3"
"magazyn (30).xlsx";"6";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001509 już był wcześniej: magazyn (26).xlsx, wiersz 8, Acces Point WiFi TP Link TL-WR902AC V3. Pominięto duplikat: Acces Point WiFi TP Link TL-WR902AC V3"
"magazyn (30).xlsx";"7";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001590 już był wcześniej: magazyn (26).xlsx, wiersz 9, Acces Point WiFi TP Link TL-WR902AC V3. Pominięto duplikat: Acces Point WiFi TP Link TL-WR902AC V3"
"magazyn (31).xlsx";"2";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000528 już był wcześniej: magazyn (26).xlsx, wiersz 10, Router 4G. Pominięto duplikat: Router 4G"
"magazyn (31).xlsx";"3";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000529 już był wcześniej: magazyn (26).xlsx, wiersz 11, Router 4G. Pominięto duplikat: Router 4G"
"magazyn (31).xlsx";"4";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000537 już był wcześniej: magazyn (26).xlsx, wiersz 12, Router. Pominięto duplikat: Router"
"magazyn (31).xlsx";"5";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000538 już był wcześniej: magazyn (26).xlsx, wiersz 13, Router. Pominięto duplikat: Router"
"magazyn (31).xlsx";"6";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000539 już był wcześniej: magazyn (26).xlsx, wiersz 14, Router. Pominięto duplikat: Router"
"magazyn (31).xlsx";"7";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000540 już był wcześniej: magazyn (26).xlsx, wiersz 15, Router. Pominięto duplikat: Router"
"magazyn (31).xlsx";"8";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000541 już był wcześniej: magazyn (26).xlsx, wiersz 16, Router. Pominięto duplikat: Router"
"magazyn (31).xlsx";"9";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000542 już był wcześniej: magazyn (26).xlsx, wiersz 17, Router. Pominięto duplikat: Router"
"magazyn (31).xlsx";"10";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000543 już był wcześniej: magazyn (26).xlsx, wiersz 18, Router. Pominięto duplikat: Router"
"magazyn (31).xlsx";"11";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000544 już był wcześniej: magazyn (26).xlsx, wiersz 19, Router. Pominięto duplikat: Router"
"magazyn (31).xlsx";"12";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000559 już był wcześniej: magazyn (26).xlsx, wiersz 20, Router. Pominięto duplikat: Router"
"magazyn (31).xlsx";"13";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000560 już był wcześniej: magazyn (26).xlsx, wiersz 21, Router. Pominięto duplikat: Router"
"magazyn (31).xlsx";"14";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000561 już był wcześniej: magazyn (26).xlsx, wiersz 22, Router. Pominięto duplikat: Router"
"magazyn (31).xlsx";"15";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000562 już był wcześniej: magazyn (26).xlsx, wiersz 23, Router. Pominięto duplikat: Router"
"magazyn (31).xlsx";"16";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000563 już był wcześniej: magazyn (26).xlsx, wiersz 24, Router. Pominięto duplikat: Router"
"magazyn (31).xlsx";"17";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000566 już był wcześniej: magazyn (26).xlsx, wiersz 25, Router. Pominięto duplikat: Router"
"magazyn (31).xlsx";"18";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000567 już był wcześniej: magazyn (26).xlsx, wiersz 26, Router. Pominięto duplikat: Router"
"magazyn (31).xlsx";"19";"pominieto_duplikat_kodu_sztuki";"Kod 0000000002690 już był wcześniej: magazyn (26).xlsx, wiersz 27, Router. Pominięto duplikat: Router"
"magazyn (31).xlsx";"20";"pominieto_duplikat_kodu_sztuki";"Kod 0000000002691 już był wcześniej: magazyn (26).xlsx, wiersz 28, Router. Pominięto duplikat: Router"
"magazyn (31).xlsx";"21";"pominieto_duplikat_kodu_sztuki";"Kod 0000000002692 już był wcześniej: magazyn (26).xlsx, wiersz 29, Router. Pominięto duplikat: Router"
"magazyn (31).xlsx";"22";"pominieto_duplikat_kodu_sztuki";"Kod 0000000002693 już był wcześniej: magazyn (26).xlsx, wiersz 30, Router. Pominięto duplikat: Router"
"magazyn (31).xlsx";"24";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001799 już był wcześniej: magazyn (26).xlsx, wiersz 32, Acces Point Mikrotik Groove GA-52HPacn. Pominięto duplikat: Acces Point Mikrotik Groove GA-52HPacn"
"magazyn (31).xlsx";"27";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001801 już był wcześniej: magazyn (26).xlsx, wiersz 35, Acces Point Mikrotik Groove A-52ac. Pominięto duplikat: Acces Point Mikrotik Groove A-52ac"
"magazyn (31).xlsx";"28";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001803 już był wcześniej: magazyn (26).xlsx, wiersz 36, Acces Point Mikrotik Groove A-52ac. Pominięto duplikat: Acces Point Mikrotik Groove A-52ac"
"magazyn (32).xlsx";"6";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000209 już był wcześniej: magazyn (26).xlsx, wiersz 41, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"7";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000210 już był wcześniej: magazyn (26).xlsx, wiersz 42, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"8";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000211 już był wcześniej: magazyn (26).xlsx, wiersz 43, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"9";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000212 już był wcześniej: magazyn (26).xlsx, wiersz 44, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"10";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000213 już był wcześniej: magazyn (26).xlsx, wiersz 45, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"11";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000214 już był wcześniej: magazyn (26).xlsx, wiersz 46, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"12";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000215 już był wcześniej: magazyn (26).xlsx, wiersz 47, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"13";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000216 już był wcześniej: magazyn (26).xlsx, wiersz 48, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"14";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000217 już był wcześniej: magazyn (26).xlsx, wiersz 49, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"15";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000218 już był wcześniej: magazyn (26).xlsx, wiersz 50, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"16";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000219 już był wcześniej: magazyn (26).xlsx, wiersz 51, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"17";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000220 już był wcześniej: magazyn (26).xlsx, wiersz 52, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"18";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000221 już był wcześniej: magazyn (26).xlsx, wiersz 53, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"19";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000222 już był wcześniej: magazyn (26).xlsx, wiersz 54, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"20";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000223 już był wcześniej: magazyn (26).xlsx, wiersz 55, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"21";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000224 już był wcześniej: magazyn (26).xlsx, wiersz 56, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"22";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000225 już był wcześniej: magazyn (26).xlsx, wiersz 57, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"23";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000226 już był wcześniej: magazyn (26).xlsx, wiersz 58, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"24";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000227 już był wcześniej: magazyn (26).xlsx, wiersz 59, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"25";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000228 już był wcześniej: magazyn (26).xlsx, wiersz 60, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"26";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001715 już był wcześniej: magazyn (26).xlsx, wiersz 61, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"27";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001716 już był wcześniej: magazyn (26).xlsx, wiersz 62, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"28";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001717 już był wcześniej: magazyn (26).xlsx, wiersz 63, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"29";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001718 już był wcześniej: magazyn (26).xlsx, wiersz 64, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"30";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001719 już był wcześniej: magazyn (26).xlsx, wiersz 65, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"31";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001720 już był wcześniej: magazyn (26).xlsx, wiersz 66, Switch 8 portów. Pominięto duplikat: Switch 8 portów"
"magazyn (32).xlsx";"33";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000527 już był wcześniej: magazyn (26).xlsx, wiersz 68, Switch 24 porty. Pominięto duplikat: Switch 24 porty"
"magazyn (32).xlsx";"34";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001501 już był wcześniej: magazyn (26).xlsx, wiersz 69, Switch 24 porty. Pominięto duplikat: Switch 24 porty"
"magazyn (32).xlsx";"35";"pominieto_duplikat_kodu_sztuki";"Kod 0000000002489 już był wcześniej: magazyn (26).xlsx, wiersz 70, Switch 24 porty. Pominięto duplikat: Switch 24 porty"
"magazyn (32).xlsx";"36";"pominieto_duplikat_kodu_sztuki";"Kod 0000000002490 już był wcześniej: magazyn (26).xlsx, wiersz 71, Switch 24 porty. Pominięto duplikat: Switch 24 porty"
"magazyn (32).xlsx";"38";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001502 już był wcześniej: magazyn (26).xlsx, wiersz 73, Switch 16 portów. Pominięto duplikat: Switch 16 portów"
"magazyn (36).xlsx";"10";"pominieto_case_lub_rack";"Pominięto w imporcie sprzętu bez case: RACK Mac Studio M1 Max"
"magazyn (37).xlsx";"2";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000578 już był wcześniej: magazyn (26).xlsx, wiersz 74, Skrętka RJ 45 70m. Pominięto duplikat: Skrętka RJ 45 70m"
"magazyn (37).xlsx";"3";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000588 już był wcześniej: magazyn (26).xlsx, wiersz 75, Skrętka RJ 45 70m. Pominięto duplikat: Skrętka RJ 45 70m"
"magazyn (37).xlsx";"4";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000589 już był wcześniej: magazyn (26).xlsx, wiersz 76, Skrętka RJ 45 70m. Pominięto duplikat: Skrętka RJ 45 70m"
"magazyn (37).xlsx";"5";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000579 już był wcześniej: magazyn (26).xlsx, wiersz 77, Skrętka RJ 45 39m. Pominięto duplikat: Skrętka RJ 45 39m"
"magazyn (37).xlsx";"6";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000580 już był wcześniej: magazyn (26).xlsx, wiersz 78, Skrętka RJ 45 45m. Pominięto duplikat: Skrętka RJ 45 45m"
"magazyn (37).xlsx";"7";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000581 już był wcześniej: magazyn (26).xlsx, wiersz 79, Skrętka RJ 45 60m. Pominięto duplikat: Skrętka RJ 45 60m"
"magazyn (37).xlsx";"8";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000592 już był wcześniej: magazyn (26).xlsx, wiersz 80, Skrętka RJ 45 100m. Pominięto duplikat: Skrętka RJ 45 100m"
"magazyn (37).xlsx";"9";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000623 już był wcześniej: magazyn (26).xlsx, wiersz 81, Skrętka RJ 45 50m. Pominięto duplikat: Skrętka RJ 45 50m"
"magazyn (37).xlsx";"10";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000624 już był wcześniej: magazyn (26).xlsx, wiersz 82, Skrętka RJ 45 50m. Pominięto duplikat: Skrętka RJ 45 50m"
"magazyn (37).xlsx";"11";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000625 już był wcześniej: magazyn (26).xlsx, wiersz 83, Skrętka RJ 45 50m. Pominięto duplikat: Skrętka RJ 45 50m"
"magazyn (37).xlsx";"12";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000626 już był wcześniej: magazyn (26).xlsx, wiersz 84, Skrętka RJ 45 50m. Pominięto duplikat: Skrętka RJ 45 50m"
"magazyn (37).xlsx";"13";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000627 już był wcześniej: magazyn (26).xlsx, wiersz 85, Skrętka RJ 45 50m. Pominięto duplikat: Skrętka RJ 45 50m"
"magazyn (39).xlsx";"4";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000803 już był wcześniej: magazyn (9).xlsx, wiersz 340, Kolumna pasywna L'Acoustics X8. Pominięto duplikat: Kolumna pasywna L'Acoustics X8"
"magazyn (39).xlsx";"5";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000804 już był wcześniej: magazyn (9).xlsx, wiersz 341, Kolumna pasywna L'Acoustics X8. Pominięto duplikat: Kolumna pasywna L'Acoustics X8"
"magazyn (39).xlsx";"6";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000805 już był wcześniej: magazyn (9).xlsx, wiersz 342, Kolumna pasywna L'Acoustics X8. Pominięto duplikat: Kolumna pasywna L'Acoustics X8"
"magazyn (39).xlsx";"7";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000806 już był wcześniej: magazyn (9).xlsx, wiersz 343, Kolumna pasywna L'Acoustics X8. Pominięto duplikat: Kolumna pasywna L'Acoustics X8"
"magazyn (39).xlsx";"10";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000807 już był wcześniej: magazyn (9).xlsx, wiersz 346, Kolumna pasywna L'Acoustics X12. Pominięto duplikat: Kolumna pasywna L'Acoustics X12"
"magazyn (39).xlsx";"11";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000808 już był wcześniej: magazyn (9).xlsx, wiersz 347, Kolumna pasywna L'Acoustics X12. Pominięto duplikat: Kolumna pasywna L'Acoustics X12"
"magazyn (39).xlsx";"12";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000809 już był wcześniej: magazyn (9).xlsx, wiersz 348, Kolumna pasywna L'Acoustics X12. Pominięto duplikat: Kolumna pasywna L'Acoustics X12"
"magazyn (39).xlsx";"13";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000812 już był wcześniej: magazyn (9).xlsx, wiersz 349, Kolumna pasywna L'Acoustics X12. Pominięto duplikat: Kolumna pasywna L'Acoustics X12"
"magazyn (39).xlsx";"14";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001809 już był wcześniej: magazyn (9).xlsx, wiersz 350, Kolumna pasywna L'Acoustics KS 21. Pominięto duplikat: Kolumna pasywna L'Acoustics KS 21"
"magazyn (39).xlsx";"15";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001810 już był wcześniej: magazyn (9).xlsx, wiersz 351, Kolumna pasywna L'Acoustics KS 21. Pominięto duplikat: Kolumna pasywna L'Acoustics KS 21"
"magazyn (39).xlsx";"17";"pominieto_duplikat_kodu_sztuki";"Kod 0000000003603 już był wcześniej: magazyn (9).xlsx, wiersz 332, Koumna Pasywna L'Acoustics Syva Low. Pominięto duplikat: Koumna Pasywna L'Acoustics Syva Low"
"magazyn (39).xlsx";"18";"pominieto_duplikat_kodu_sztuki";"Kod 0000000003604 już był wcześniej: magazyn (9).xlsx, wiersz 333, Koumna Pasywna L'Acoustics Syva Low. Pominięto duplikat: Koumna Pasywna L'Acoustics Syva Low"
"magazyn (39).xlsx";"21";"pominieto_duplikat_kodu_sztuki";"Kod 0000000003606 już był wcześniej: magazyn (9).xlsx, wiersz 336, Koumna Pasywna L'Acoustics Syva. Pominięto duplikat: Koumna Pasywna L'Acoustics Syva"
"magazyn (39).xlsx";"22";"pominieto_duplikat_kodu_sztuki";"Kod 0000000003607 już był wcześniej: magazyn (9).xlsx, wiersz 337, Koumna Pasywna L'Acoustics Syva. Pominięto duplikat: Koumna Pasywna L'Acoustics Syva"
"magazyn (40).xlsx";"2";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000802 już był wcześniej: magazyn (9).xlsx, wiersz 352, Koncowka mocy L'Acoustics LA4X. Pominięto duplikat: Koncowka mocy L'Acoustics LA4X"
"magazyn (40).xlsx";"3";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000810 już był wcześniej: magazyn (9).xlsx, wiersz 353, Koncowka mocy L'Acoustics LA4X. Pominięto duplikat: Koncowka mocy L'Acoustics LA4X"
"magazyn (40).xlsx";"4";"pominieto_duplikat_kodu_sztuki";"Kod 0000000000811 już był wcześniej: magazyn (9).xlsx, wiersz 354, Koncowka mocy L'Acoustics LA4X. Pominięto duplikat: Koncowka mocy L'Acoustics LA4X"
"magazyn (40).xlsx";"5";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001811 już był wcześniej: magazyn (9).xlsx, wiersz 355, Koncowka mocy L'Acoustics LA4X. Pominięto duplikat: Koncowka mocy L'Acoustics LA4X"
"magazyn (44).xlsx";"4";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001545 już był wcześniej: magazyn (9).xlsx, wiersz 361, Odbiornik Shure BLX4R. Pominięto duplikat: Odbiornik Shure BLX4R"
"magazyn (44).xlsx";"5";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001546 już był wcześniej: magazyn (9).xlsx, wiersz 362, Odbiornik Shure BLX4R. Pominięto duplikat: Odbiornik Shure BLX4R"
"magazyn (44).xlsx";"6";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001547 już był wcześniej: magazyn (9).xlsx, wiersz 363, Odbiornik Shure BLX4R. Pominięto duplikat: Odbiornik Shure BLX4R"
"magazyn (44).xlsx";"7";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001548 już był wcześniej: magazyn (9).xlsx, wiersz 364, Odbiornik Shure BLX4R. Pominięto duplikat: Odbiornik Shure BLX4R"
"magazyn (44).xlsx";"8";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001561 już był wcześniej: magazyn (9).xlsx, wiersz 365, Odbiornik Shure BLX4R. Pominięto duplikat: Odbiornik Shure BLX4R"
"magazyn (44).xlsx";"9";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001562 już był wcześniej: magazyn (9).xlsx, wiersz 366, Odbiornik Shure BLX4R. Pominięto duplikat: Odbiornik Shure BLX4R"
"magazyn (44).xlsx";"10";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001563 już był wcześniej: magazyn (9).xlsx, wiersz 367, Odbiornik Shure BLX4R. Pominięto duplikat: Odbiornik Shure BLX4R"
"magazyn (44).xlsx";"11";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001564 już był wcześniej: magazyn (9).xlsx, wiersz 368, Odbiornik Shure BLX4R. Pominięto duplikat: Odbiornik Shure BLX4R"
"magazyn (44).xlsx";"13";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001549 już był wcześniej: magazyn (9).xlsx, wiersz 370, Splitter Antenowy Shure UA844. Pominięto duplikat: Splitter Antenowy Shure UA844"
"magazyn (44).xlsx";"16";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001550 już był wcześniej: magazyn (9).xlsx, wiersz 373, Nadajnik ręczny Shure Beta 58A. Pominięto duplikat: Nadajnik ręczny Shure Beta 58A"
"magazyn (44).xlsx";"17";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001551 już był wcześniej: magazyn (9).xlsx, wiersz 374, Nadajnik ręczny Shure Beta 58A. Pominięto duplikat: Nadajnik ręczny Shure Beta 58A"
"magazyn (44).xlsx";"18";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001552 już był wcześniej: magazyn (9).xlsx, wiersz 375, Nadajnik ręczny Shure Beta 58A. Pominięto duplikat: Nadajnik ręczny Shure Beta 58A"
"magazyn (44).xlsx";"19";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001553 już był wcześniej: magazyn (9).xlsx, wiersz 376, Nadajnik ręczny Shure Beta 58A. Pominięto duplikat: Nadajnik ręczny Shure Beta 58A"
"magazyn (44).xlsx";"20";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001566 już był wcześniej: magazyn (9).xlsx, wiersz 377, Nadajnik ręczny Shure Beta 58A. Pominięto duplikat: Nadajnik ręczny Shure Beta 58A"
"magazyn (44).xlsx";"21";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001567 już był wcześniej: magazyn (9).xlsx, wiersz 378, Nadajnik ręczny Shure Beta 58A. Pominięto duplikat: Nadajnik ręczny Shure Beta 58A"
"magazyn (44).xlsx";"30";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001565 już był wcześniej: magazyn (9).xlsx, wiersz 387, Splitter Antenowy Shure UA844 + SWB. Pominięto duplikat: Splitter Antenowy Shure UA844 + SWB"
"magazyn (44).xlsx";"32";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001568 już był wcześniej: magazyn (9).xlsx, wiersz 389, Nadajnik ręczny Shure SM58. Pominięto duplikat: Nadajnik ręczny Shure SM58"
"magazyn (44).xlsx";"33";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001569 już był wcześniej: magazyn (9).xlsx, wiersz 390, Nadajnik ręczny Shure SM58. Pominięto duplikat: Nadajnik ręczny Shure SM58"
"magazyn (44).xlsx";"35";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001570 już był wcześniej: magazyn (9).xlsx, wiersz 392, Nadajnik Bodypack BLX1. Pominięto duplikat: Nadajnik Bodypack BLX1"
"magazyn (44).xlsx";"36";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001571 już był wcześniej: magazyn (9).xlsx, wiersz 393, Nadajnik Bodypack BLX1. Pominięto duplikat: Nadajnik Bodypack BLX1"
"magazyn (44).xlsx";"37";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001572 już był wcześniej: magazyn (9).xlsx, wiersz 394, Nadajnik Bodypack BLX1. Pominięto duplikat: Nadajnik Bodypack BLX1"
"magazyn (44).xlsx";"38";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001573 już był wcześniej: magazyn (9).xlsx, wiersz 395, Nadajnik Bodypack BLX1. Pominięto duplikat: Nadajnik Bodypack BLX1"
"magazyn (44).xlsx";"44";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001577 już był wcześniej: magazyn (9).xlsx, wiersz 401, Odbiornik Sennheiser EM10. Pominięto duplikat: Odbiornik Sennheiser EM10"
"magazyn (44).xlsx";"45";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001578 już był wcześniej: magazyn (9).xlsx, wiersz 402, Odbiornik Sennheiser EM10. Pominięto duplikat: Odbiornik Sennheiser EM10"
"magazyn (44).xlsx";"46";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001582 już był wcześniej: magazyn (9).xlsx, wiersz 403, Odbiornik Sennheiser EM10. Pominięto duplikat: Odbiornik Sennheiser EM10"
"magazyn (44).xlsx";"47";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001583 już był wcześniej: magazyn (9).xlsx, wiersz 404, Odbiornik Sennheiser EM10. Pominięto duplikat: Odbiornik Sennheiser EM10"
"magazyn (44).xlsx";"50";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001579 już był wcześniej: magazyn (9).xlsx, wiersz 407, Nadajnik ręczny Sennheiser SKM35. Pominięto duplikat: Nadajnik ręczny Sennheiser SKM35"
"magazyn (44).xlsx";"51";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001580 już był wcześniej: magazyn (9).xlsx, wiersz 408, Nadajnik ręczny Sennheiser SKM35. Pominięto duplikat: Nadajnik ręczny Sennheiser SKM35"
"magazyn (44).xlsx";"52";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001584 już był wcześniej: magazyn (9).xlsx, wiersz 409, Nadajnik ręczny Sennheiser SKM35. Pominięto duplikat: Nadajnik ręczny Sennheiser SKM35"
"magazyn (44).xlsx";"53";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001585 już był wcześniej: magazyn (9).xlsx, wiersz 410, Nadajnik ręczny Sennheiser SKM35. Pominięto duplikat: Nadajnik ręczny Sennheiser SKM35"
"magazyn (44).xlsx";"55";"pominieto_case_lub_rack";"Pominięto w imporcie sprzętu bez case: Rack 4x Mikrofon bezprzewodowy Shure BLX"
"magazyn (44).xlsx";"56";"pominieto_case_lub_rack";"Pominięto w imporcie sprzętu bez case: Rack 4x Mikrofon bezprzewodowy Sennheiser XS"
"magazyn (44).xlsx";"57";"pominieto_case_lub_rack";"Pominięto w imporcie sprzętu bez case: Rack 4x Mikrofon bezprzewodowy Sennheiser G3 EW100"
"magazyn (44).xlsx";"59";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001593 już był wcześniej: magazyn (9).xlsx, wiersz 416, Odbiornik Sennheiser EM100. Pominięto duplikat: Odbiornik Sennheiser EM100"
"magazyn (44).xlsx";"60";"pominieto_duplikat_kodu_sztuki";"Kod 0000000001594 już był wcześniej: magazyn (9).xlsx, wiersz 417, Odbiornik Sennheiser EM100. Pominięto duplikat: Odbiornik Sennheiser EM100"
